MDDv1.1_SciName,MDDv1.2_SciName,Comments,Category,References
Oryx_callotis,Oryx_beisa,lumped into O. beisa,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Oryx_gallarum,Oryx_beisa,lumped into O. beisa,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ourebia_hastata,Ourebia_ourebi,lumped into O. ourebi,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ourebia_montana,Ourebia_ourebi,lumped into O. ourebi,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ourebia_quadriscopa,Ourebia_ourebi,lumped into O. ourebi,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_collium,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_darwini,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_hodgsoni,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_jubata,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_karelini,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_nigrimontana,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_polii,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_severtzovi,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_isphaphanica,Ovis_gmelini,lumped into O. gmelini,lump,"Gentry, A., Clutton-Brock, J., & Groves, C. P. (2004). The naming of wild animal species and their domestic derivatives. Journal of Archaeological Science, 31(5), 645-651.|Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_laristanica,Ovis_gmelini,lumped into O. gmelini,lump,"Gentry, A., Clutton-Brock, J., & Groves, C. P. (2004). The naming of wild animal species and their domestic derivatives. Journal of Archaeological Science, 31(5), 645-651.|Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_arabica,Ovis_vignei,lumped into O. vignei,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_bochariensis,Ovis_vignei,lumped into O. vignei,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_cycloceros,Ovis_vignei,lumped into O. vignei,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_punjabiensis,Ovis_vignei,lumped into O. vignei,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_aequatorialis,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_anchietae,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_bicolor,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_congica,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_defriesi,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_hecki,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_lugens,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_melanorhea,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_simpsoni,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Piliocolobus_temminckii,Piliocolobus_badius,lumped into P. badius,lump,"Groves, C.P. 2007. The taxonomic diversity of the Colobinae of Africa. Journal of Anthropological Sciences 85: 7-34.|McGraw, S., Minhós, T., Bersacola, E., Ferreira da Silva, M.J., Galat, G., Galat-Luong, A., Gonedelé Bi, S., Mayhew, M., Oates, J.F. & Starin, E.D. 2020. Piliocolobus badius. The IUCN Red List of Threatened Species 2020: e.T161247840A161259430. https://dx.doi.org/10.2305/IUCN.UK.2020-1.RLTS.T161247840A161259430.en. Downloaded on 02 October 2020."
Pithecia_mittermeieri,Pithecia_irrorata,lumped into P. irrorata,lump,"March, L.K. 2014. A taxonomic revision of the Saki Monkeys, Pithecia Desmarest, 1804. Neotropical Primates 21(1): 1-165.|Serrano-Villavicencio, J. E., Hurtado, C. M., Vendramel, R. L., & Nascimento, F. O. D. (2019). Reconsidering the taxonomy of the Pithecia irrorata species group (Primates: Pitheciidae). Journal of Mammalogy, 100(1), 130-141."
Pithecia_pissinattii,Pithecia_irrorata,lumped into P. irrorata,lump,"March, L.K. 2014. A taxonomic revision of the Saki Monkeys, Pithecia Desmarest, 1804. Neotropical Primates 21(1): 1-165.|Serrano-Villavicencio, J. E., Hurtado, C. M., Vendramel, R. L., & Nascimento, F. O. D. (2019). Reconsidering the taxonomy of the Pithecia irrorata species group (Primates: Pitheciidae). Journal of Mammalogy, 100(1), 130-141."
Pithecia_rylandsi,Pithecia_irrorata,lumped into P. irrorata,lump,"March, L.K. 2014. A taxonomic revision of the Saki Monkeys, Pithecia Desmarest, 1804. Neotropical Primates 21(1): 1-165.|Serrano-Villavicencio, J. E., Hurtado, C. M., Vendramel, R. L., & Nascimento, F. O. D. (2019). Reconsidering the taxonomy of the Pithecia irrorata species group (Primates: Pitheciidae). Journal of Mammalogy, 100(1), 130-141."
Platyrrhinus_chocoensis,Platyrrhinus_dorsalis,lumped into P. dorsalis,lump,"Palacios-Mosquera, L., Cuadrado-Rios, S., Leon, M. M., Villegas-Rosas, S., Zamora-Vélez, O. A., Pérez-Amaya, N. J., ... & Velazco, P. M. (2020). Systematics and taxonomy of Platyrrhinus chocoensis (Chiroptera: Phyllostomidae) based on morphometric and genetic analyses: implications for biogeography and conservation. Mammalian Biology, 100(2), 113-124."
Platyrrhinus_nigellus,Platyrrhinus_umbratus,lumped into P. umbratus,lump,"Velazco, P. M., & Gardner, A. L. (2009). A new species of Platyrrhinus (Chiroptera: Phyllostomidae) from western Colombia and Ecuador, with emended diagnoses of P. aquilus, P. dorsalis, and P. umbratus. Proceedings of the biological society of Washington, 122(3), 249-281.|Velazco, P. M., Guevara, L., & Molinari, J. (2018). Systematics of the broad-nosed bats, Platyrrhinus umbratus (Lyon, 1902) and P. nigellus (Gardner and Carter, 1972)(Chiroptera: Phyllostomidae), based on genetic, morphometric, and ecological niche analyses. Neotropical Biodiversity, 4(1), 119-133."
Plecotus_begognae,Plecotus_auritus,lumped into P. auritus,lump,"Spitzenberger, F., Strelkov, P. P., Winkler, H., & Haring, E. (2006). A preliminary revision of the genus Plecotus (Chiroptera, Vespertilionidae) based on genetic and morphological results. Zoologica Scripta, 35(3), 187-230."
Plecotus_ariel,Plecotus_wardi,lumped into P. wardi,lump,"Spitzenberger, F., Strelkov, P. P., Winkler, H., & Haring, E. (2006). A preliminary revision of the genus Plecotus (Chiroptera, Vespertilionidae) based on genetic and morphological results. Zoologica Scripta, 35(3), 187-230.|Fukui, D., Tan Tu, V., Thanh, H. T., Arai, S., Harada, M., Csorba, G., & Son, N. T. (2020). First record of the genus Plecotus from Southeast Asia with notes on the taxonomy, karyology and echolocation call of P. homochrous from Vietnam. Acta Chiropterologica, 22(1), 57-74."
Pogonomys_mollipilosus,Pogonomys_macrourus,lumped into P. macrourus,lump,"Hoser, R. T. (2020). An overdue break-up of the genus Pogonomys Milne-Edwards, 1877 (Mammalia: Muridae) into two genera and the formal naming of five long overlooked species. Australasian Journal of Herpetology, 49: 42-63."
Pseudantechinus_roryi,Pseudantechinus_macdonnellensis,lumped into P. macdonnellensis,lump,"Umbrello, L. S., Woolley, P. A., & Westerman, M. (2018). Species relationships in the dasyurid marsupial genus Pseudantechinus (Marsupialia: Dasyuridae): a re-examination of the taxonomic status of Pseudantechinus roryi. Australian Journal of Zoology, 65(4), 240-247."
Pteropus_argentatus,Pteropus_chrysoproctus,lumped into P. chrysoproctus,lump,NA
Raphicerus_colonicus,Raphicerus_sharpei,lumped into R. sharpei,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Redunca_occidentalis,Redunca_arundinum,lumped into R. arundinum,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Redunca_adamauae,Redunca_fulvorufula,lumped into R. fulvorufula,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Redunca_chanleri,Redunca_fulvorufula,lumped into R. fulvorufula,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Redunca_bohor,Redunca_redunca,lumped into R. redunca,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Redunca_cottoni,Redunca_redunca,lumped into R. redunca,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Redunca_nigeriensis,Redunca_redunca,lumped into R. redunca,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Rhinolophus_paradoxolophus,Rhinolophus_rex,lumped into R. rex,lump,"Wu, Y., & Thong, V. D. (2011). A new species of Rhinolophus (Chiroptera: Rhinolophidae) from China. Zoological Science, 28(3), 235-241.|Zhang, L., Sun, K., Liu, T., Zhao, H., Csorba, G., Jin, L., ... & Feng, J. (2018). Multilocus phylogeny and species delimitation within the philippinensis group (Chiroptera: Rhinolophidae). Zoologica Scripta, 47(6), 655-672.|Tu, V. T., Furey, N. M., Görföl, T., Hassanin, A., Arai, S., Koyabu, D., ... & Csorba, G. (2023). A taxonomic reassessment of Rhinolophus rex Allen, 1923 and its allies (Chiroptera: Rhinolophidae). Vertebrate Zoology, 73, 545-556."
Rhinolophus_indorouxii,Rhinolophus_rouxii,lumped into R. rouxii (the name is a nomen nudum),lump,"Chattopadhyay, B., Garg, K. M., AK, V. K., Ramakrishnan, U., & Kandula, S. (2012). Sibling species in South Indian populations of the rufous horse-shoe bat Rhinolophus rouxii. Conservation Genetics, 13(6), 1435-1445."
Rhinolophus_huananus,Rhinolophus_siamensis,lumped into R. siamensis,lump,"Wu, Y., Motokawa, M., & Harada, M. (2008). A new species of horseshoe bat of the genus Rhinolophus from China (Chiroptera: Rhinolophidae). Zoological Science, 25(4), 438-443.|Zhang, L., Sun, K., Liu, T., Zhao, H., Csorba, G., Jin, L., ... & Feng, J. (2018). Multilocus phylogeny and species delimitation within the philippinensis group (Chiroptera: Rhinolophidae). Zoologica Scripta, 47(6), 655-672."
Rucervus_branderi,Rucervus_duvaucelii,lumped into R. duvaucelii,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Rucervus_ranjitsinhi,Rucervus_duvaucelii,lumped into R. duvaucelii,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Panolia_siamensis,Rucervus_eldii,lumped into R. eldii,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Heckeberg, N. S. (2020). The systematics of the Cervidae: a total evidence approach. PeerJ, 8, e8114."
Panolia_thamin,Rucervus_eldii,lumped into R. eldii,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Heckeberg, N. S. (2020). The systematics of the Cervidae: a total evidence approach. PeerJ, 8, e8114."
