MDDv1.0_name,MDDv2.0_name,Comments,Category,References
Ovis_bochariensis,Ovis_vignei,lumped into O. vignei,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_collium,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_cycloceros,Ovis_vignei,lumped into O. vignei,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_darwini,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_hodgsoni,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_isphaphanica,Ovis_gmelinii,lumped into O. gmelinii,lump,"Gentry, A., Clutton-Brock, J., & Groves, C. P. (2004). The naming of wild animal species and their domestic derivatives. Journal of Archaeological Science, 31(5), 645-651.|Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_jubata,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_karelini,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_laristanica,Ovis_gmelinii,lumped into O. gmelinii,lump,"Gentry, A., Clutton-Brock, J., & Groves, C. P. (2004). The naming of wild animal species and their domestic derivatives. Journal of Archaeological Science, 31(5), 645-651.|Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_nigrimontana,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_orientalis,Ovis_aries,lumped into O. aries,lump,"Gentry, A., Clutton-Brock, J., & Groves, C. P. (2004). The naming of wild animal species and their domestic derivatives. Journal of Archaeological Science, 31(5), 645-651."
Ovis_polii,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_punjabiensis,Ovis_vignei,lumped into O. vignei,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Ovis_severtzovi,Ovis_ammon,lumped into O. ammon,lump,"Rezaei, H. R., Naderi, S., Chintauan-Marquier, I. C., Taberlet, P., Virk, A. T., Naghash, H. R., ... & Pompanon, F. (2010). Evolution and taxonomy of the wild species of the genus Ovis (Mammalia, Artiodactyla, Bovidae). Molecular phylogenetics and evolution, 54(2), 315-326.|Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Panolia_siamensis,Rucervus_eldii,lumped into R. eldii,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Heckeberg, N. S. (2020). The systematics of the Cervidae: a total evidence approach. PeerJ, 8, e8114."
Panolia_thamin,Rucervus_eldii,lumped into R. eldii,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Heckeberg, N. S. (2020). The systematics of the Cervidae: a total evidence approach. PeerJ, 8, e8114."
Pecari_angulatus,Dicotyles_tajacu,lumped into D. tajacu,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Gongora, J., Biondo, C., Cooper, J. D., Taber, A., Keuroghlian, A., Altrichter, M., ... & Mayor, P. (2011). Revisiting the species status of Pecari maximus van Roosmalen et al., 2007 (Mammalia) from the Brazilian Amazon. Bonn Zoological Bulletin, 60(1), 95-101.|Acosta, L. E., Garbino, G. S., Gasparini, G. M., & Dutra, R. P. (2020). Unraveling the nomenclatural puzzle of the collared and white-lipped peccaries (Mammalia, Cetartiodactyla, Tayassuidae). Zootaxa, 4851(1), 60-80."
Pecari_crassus,Dicotyles_tajacu,lumped into D. tajacu,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland.|Gongora, J., Biondo, C., Cooper, J. D., Taber, A., Keuroghlian, A., Altrichter, M., ... & Mayor, P. (2011). Revisiting the species status of Pecari maximus van Roosmalen et al., 2007 (Mammalia) from the Brazilian Amazon. Bonn Zoological Bulletin, 60(1), 95-101.|Acosta, L. E., Garbino, G. S., Gasparini, G. M., & Dutra, R. P. (2020). Unraveling the nomenclatural puzzle of the collared and white-lipped peccaries (Mammalia, Cetartiodactyla, Tayassuidae). Zootaxa, 4851(1), 60-80."
Peromyscus_interparietalis,Peromyscus_eremicus,lumped into P. eremicus,lump,"Cornejo-Latorre, C., Cortés-Calva, P., & Álvarez-Castañeda, S. T. (2017). The evolutionary history of the subgenus Haplomylomys (Cricetidae: Peromyscus). Journal of Mammalogy, 98(6), 1627-1640."
Peromyscus_pseudocrinitus,Peromyscus_fraterculus,lumped into P. fraterculus,lump,"Cornejo-Latorre, C., Cortés-Calva, P., & Álvarez-Castañeda, S. T. (2017). The evolutionary history of the subgenus Haplomylomys (Cricetidae: Peromyscus). Journal of Mammalogy, 98(6), 1627-1640."
Philander_mondolfii,Philander_canus,lumped into P. canus,lump,"Lew, D., Pérez-Hernández, R., & Ventura, J. (2006). Two new species of Philander (Didelphimorphia, Didelphidae) from northern South America. Journal of Mammalogy, 87(2), 224-237.|Flores, D., Barquez, R. and Díaz, M. 2008. A new species of Philander Brisson, 1762 (Didelphimorphia, Didelphidae). Mammalian Biology 73: 14-24.|Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
Philander_olrogi,Philander_canus,lumped into P. canus,lump,"Lew, D., Pérez-Hernández, R., & Ventura, J. (2006). Two new species of Philander (Didelphimorphia, Didelphidae) from northern South America. Journal of Mammalogy, 87(2), 224-237.|Flores, D., Barquez, R. and Díaz, M. 2008. A new species of Philander Brisson, 1762 (Didelphimorphia, Didelphidae). Mammalian Biology 73: 14-24.|Voss, R. S., Díaz-Nieto, J. F., & Jansa, S. A. (2018). A Revision of Philander (Marsupialia: Didelphidae), Part 1: P. quica, P. canus, and a New Species from Amazonia. American Museum Novitates, (3891), 1-70."
Philantomba_aequatorialis,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_anchietae,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_bicolor,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_congica,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_defriesi,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_hecki,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_lugens,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_melanorhea,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Philantomba_simpsoni,Philantomba_monticola,lumped into P. monticola,lump,"Groves, C. P. & Grubb, P. 2011. Ungulate taxonomy. The John Hopkins University Press, Baltimore, Maryland."
Piliocolobus_temminckii,Piliocolobus_badius,lumped into P. badius,lump,"Groves, C.P. 2007. The taxonomic diversity of the Colobinae of Africa. Journal of Anthropological Sciences 85: 7-34.|McGraw, S., Minhós, T., Bersacola, E., Ferreira da Silva, M.J., Galat, G., Galat-Luong, A., Gonedelé Bi, S., Mayhew, M., Oates, J.F. & Starin, E.D. 2020. Piliocolobus badius. The IUCN Red List of Threatened Species 2020: e.T161247840A161259430. https://dx.doi.org/10.2305/IUCN.UK.2020-1.RLTS.T161247840A161259430.en. Downloaded on 02 October 2020."
Pithecia_mittermeieri,Pithecia_irrorata,lumped into P. irrorata,lump,"March, L.K. 2014. A taxonomic revision of the Saki Monkeys, Pithecia Desmarest, 1804. Neotropical Primates 21(1): 1-165.|Serrano-Villavicencio, J. E., Hurtado, C. M., Vendramel, R. L., & Nascimento, F. O. D. (2019). Reconsidering the taxonomy of the Pithecia irrorata species group (Primates: Pitheciidae). Journal of Mammalogy, 100(1), 130-141."
Pithecia_pissinattii,Pithecia_irrorata,lumped into P. irrorata,lump,"March, L.K. 2014. A taxonomic revision of the Saki Monkeys, Pithecia Desmarest, 1804. Neotropical Primates 21(1): 1-165.|Serrano-Villavicencio, J. E., Hurtado, C. M., Vendramel, R. L., & Nascimento, F. O. D. (2019). Reconsidering the taxonomy of the Pithecia irrorata species group (Primates: Pitheciidae). Journal of Mammalogy, 100(1), 130-141."
Pithecia_rylandsi,Pithecia_irrorata,lumped into P. irrorata,lump,"March, L.K. 2014. A taxonomic revision of the Saki Monkeys, Pithecia Desmarest, 1804. Neotropical Primates 21(1): 1-165.|Serrano-Villavicencio, J. E., Hurtado, C. M., Vendramel, R. L., & Nascimento, F. O. D. (2019). Reconsidering the taxonomy of the Pithecia irrorata species group (Primates: Pitheciidae). Journal of Mammalogy, 100(1), 130-141."
Platyrrhinus_chocoensis,Platyrrhinus_dorsalis,lumped into P. dorsalis,lump,"Palacios-Mosquera, L., Cuadrado-Rios, S., Leon, M. M., Villegas-Rosas, S., Zamora-Vélez, O. A., Pérez-Amaya, N. J., ... & Velazco, P. M. (2020). Systematics and taxonomy of Platyrrhinus chocoensis (Chiroptera: Phyllostomidae) based on morphometric and genetic analyses: implications for biogeography and conservation. Mammalian Biology, 100(2), 113-124."
Platyrrhinus_nigellus,Platyrrhinus_umbratus,lumped into P. umbratus,lump,"Velazco, P. M., & Gardner, A. L. (2009). A new species of Platyrrhinus (Chiroptera: Phyllostomidae) from western Colombia and Ecuador, with emended diagnoses of P. aquilus, P. dorsalis, and P. umbratus. Proceedings of the biological society of Washington, 122(3), 249-281.|Velazco, P. M., Guevara, L., & Molinari, J. (2018). Systematics of the broad-nosed bats, Platyrrhinus umbratus (Lyon, 1902) and P. nigellus (Gardner and Carter, 1972)(Chiroptera: Phyllostomidae), based on genetic, morphometric, and ecological niche analyses. Neotropical Biodiversity, 4(1), 119-133."
Plecotus_ariel,Plecotus_wardi,lumped into P. wardi,lump,"Spitzenberger, F., Strelkov, P. P., Winkler, H., & Haring, E. (2006). A preliminary revision of the genus Plecotus (Chiroptera, Vespertilionidae) based on genetic and morphological results. Zoologica Scripta, 35(3), 187-230.|Fukui, D., Tan Tu, V., Thanh, H. T., Arai, S., Harada, M., Csorba, G., & Son, N. T. (2020). First record of the genus Plecotus from Southeast Asia with notes on the taxonomy, karyology and echolocation call of P. homochrous from Vietnam. Acta Chiropterologica, 22(1), 57-74."
Plecotus_begognae,Plecotus_auritus,lumped into P. auritus,lump,"Spitzenberger, F., Strelkov, P. P., Winkler, H., & Haring, E. (2006). A preliminary revision of the genus Plecotus (Chiroptera, Vespertilionidae) based on genetic and morphological results. Zoologica Scripta, 35(3), 187-230."
Pogonomys_mollipilosus,Pogonomys_macrourus,lumped into P. macrourus,lump,"Hoser, R. T. (2020). An overdue break-up of the genus Pogonomys Milne-Edwards, 1877 (Mammalia: Muridae) into two genera and the formal naming of five long overlooked species. Australasian Journal of Herpetology, 49: 42-63."
Pseudantechinus_roryi,Pseudantechinus_macdonnellensis,lumped into P. macdonnellensis,lump,"Umbrello, L. S., Woolley, P. A., & Westerman, M. (2018). Species relationships in the dasyurid marsupial genus Pseudantechinus (Marsupialia: Dasyuridae): a re-examination of the taxonomic status of Pseudantechinus roryi. Australian Journal of Zoology, 65(4), 240-247."
Pseudois_schaeferi,Pseudois_nayaur,lumped into P. nayaur,lump,"Tan, S., Zou, D., Tang, L., Wang, G., Peng, Q., Zeng, B., ... & Zou, F. (2012). Molecular evidence for the subspecific differentiation of blue sheep (Pseudois nayaur) and polyphyletic origin of dwarf blue sheep (Pseudois schaeferi). Genetica, 140(4-6), 159-167."
Pseudomys_fieldi,Pseudomys_gouldii,lumped into P. gouldii,lump,"Hoser, R. T. (2020). An overdue break up of the rodent genus Pseudomys into subgenera as well as the formal naming of four new species. Australasian Journal of Herpetology, 49: 30-41.|Roycroft, E., MacDonald, A. J., Moritz, C., Moussalli, A., Miguez, R. P., & Rowe, K. C. (2021). Museum genomics reveals the rapid decline and extinction of Australian rodents since European settlement. Proceedings of the National Academy of Sciences, 118(27)."
